payment_id,payment_move_id,invoice_move_id,invoice_number_ref,amount,create_date,last_updated
121545,756723,756713,S-INV/2025/04538,79.98,2025-02-10 16:36:13,2025-02-10 16:36:13
121541,756681,756680,S-INV/2025/04535,30.77,2025-02-10 16:27:21,2025-02-10 16:27:21
121540,756677,756676,S-INV/2025/04534,87.27,2025-02-10 16:27:19,2025-02-10 16:27:19
121539,756671,756670,S-INV/2025/04533,115.26,2025-02-10 16:27:17,2025-02-10 16:27:17
121533,756646,756645,S-INV/2025/04527,120.15,2025-02-10 16:22:36,2025-02-10 16:22:36
121532,756641,756640,S-INV/2025/04526,86.22,2025-02-10 16:22:29,2025-02-10 16:22:29
121527,756611,756610,S-INV/2025/04522,149.76,2025-02-10 16:19:32,2025-02-10 16:19:32
121509,756544,756543,S-INV/2025/04511,83.18,2025-02-10 16:18:33,2025-02-10 16:18:33
121508,756542,756538,S-INV/2025/04510,157.95,2025-02-10 16:18:36,2025-02-10 16:18:36
121507,756537,756533,S-INV/2025/04509,88.47,2025-02-10 16:18:35,2025-02-10 16:18:35
121504,756517,756512,S-INV/2025/04507,118.26,2025-02-10 16:18:22,2025-02-10 16:18:22
121502,756506,756505,S-INV/2025/04506,83.98,2025-02-10 16:18:29,2025-02-10 16:18:29
121497,756483,756477,S-INV/2025/04502,97.75,2025-02-10 16:18:21,2025-02-10 16:18:21
121492,756455,756454,S-INV/2025/04497,120.42,2025-02-10 16:18:24,2025-02-10 16:18:24
121491,756453,756448,S-INV/2025/04496,85.59,2025-02-10 16:18:22,2025-02-10 16:18:22
121490,756447,756444,S-INV/2025/04495,79.99,2025-02-10 16:18:10,2025-02-10 16:18:10
121487,756433,756429,S-INV/2025/04492,102.21,2025-02-10 16:18:16,2025-02-10 16:18:16
121486,756428,756422,S-INV/2025/04491,112.0,2025-02-10 16:18:12,2025-02-10 16:18:12
121483,756414,756410,S-INV/2025/04488,124.97,2025-02-10 16:18:09,2025-02-10 16:18:09
121480,756397,756393,S-INV/2025/04485,90.09,2025-02-10 16:18:13,2025-02-10 16:18:13
121473,756339,756334,S-INV/2025/04480,90.94,2025-02-10 16:18:08,2025-02-10 16:18:08
121470,756323,756322,S-INV/2025/04477,36.39,2025-02-10 16:11:16,2025-02-10 16:11:16
121467,756311,756308,S-INV/2025/04476,51.12,2025-02-10 16:11:15,2025-02-10 16:11:15
121458,756278,756277,S-INV/2025/04474,39.24,2025-02-10 16:09:08,2025-02-10 16:09:08
121454,756244,756243,S-INV/2025/04472,84.79,2025-02-10 16:08:01,2025-02-10 16:08:01
121438,756192,756191,S-INV/2025/04464,49.34,2025-02-10 16:08:00,2025-02-10 16:08:00
121427,756144,756143,S-INV/2025/04458,129.0,2025-02-10 16:07:43,2025-02-10 16:07:43
121422,756122,756119,S-INV/2025/04455,35.92,2025-02-10 16:07:33,2025-02-10 16:07:33
121389,755983,755979,S-INV/2025/04437,54.74,2025-02-10 16:07:13,2025-02-10 16:07:13
121386,755970,755967,S-INV/2025/04436,46.39,2025-02-10 16:07:10,2025-02-10 16:07:10
121384,755962,755959,S-INV/2025/04435,49.64,2025-02-10 16:07:09,2025-02-10 16:07:09
121382,755954,755951,S-INV/2025/04434,49.99,2025-02-10 16:07:07,2025-02-10 16:07:07
121381,755948,755932,S-INV/2025/04433,103.57,2025-02-10 16:07:05,2025-02-10 16:07:05
121378,755909,755908,S-INV/2025/04431,42.46,2025-02-10 15:56:03,2025-02-10 15:56:03
121377,755905,755904,S-INV/2025/04430,241.79,2025-02-10 15:56:00,2025-02-10 15:56:00
121376,755897,755896,S-INV/2025/04429,37.66,2025-02-10 15:55:59,2025-02-10 15:55:59
121375,755894,755893,S-INV/2025/04428,199.99,2025-02-10 15:55:56,2025-02-10 15:55:56
121366,755829,755828,S-INV/2025/04420,35.39,2025-02-10 15:45:41,2025-02-10 15:45:41
121352,755775,None,S-INV/2025/04414,0.0,2025-02-10 15:44:25,2025-02-10 15:44:25
121350,755766,755764,S-INV/2025/04412,49.99,2025-02-10 15:44:38,2025-02-10 15:44:38
121348,755760,755757,S-INV/2025/04410,27.94,2025-02-10 15:44:32,2025-02-10 15:44:32
121347,755754,755752,S-INV/2025/04409,76.54,2025-02-10 15:44:36,2025-02-10 15:44:36
121336,755686,755684,S-INV/2025/04402,46.39,2025-02-10 15:44:20,2025-02-10 15:44:20
121334,755676,755668,S-INV/2025/04401,69.57,2025-02-10 15:44:20,2025-02-10 15:44:20
121328,755650,755649,S-INV/2025/04399,50.4,2025-02-10 15:39:14,2025-02-10 15:39:14
121327,755648,755626,S-INV/2025/04398,153.0,2025-02-10 15:39:14,2025-02-10 15:39:14
121323,755597,755596,S-INV/2025/04397,131.14,2025-02-10 15:37:15,2025-02-10 15:37:15
121319,755586,755585,S-INV/2025/04396,44.39,2025-02-10 15:37:07,2025-02-10 15:37:07
121316,755571,755570,S-INV/2025/04395,53.8,2025-02-10 15:37:10,2025-02-10 15:37:10
121306,755503,755502,S-INV/2025/04390,190.86,2025-02-10 15:36:27,2025-02-10 15:36:27
121303,755494,755493,S-INV/2025/04389,176.96,2025-02-10 15:36:41,2025-02-10 15:36:41
121291,755411,755410,S-INV/2025/04381,68.68,2025-02-10 15:36:22,2025-02-10 15:36:22
121288,755396,755390,S-INV/2025/04378,52.35,2025-02-10 15:36:22,2025-02-10 15:36:22
121287,755389,755362,S-INV/2025/04377,149.56,2025-02-10 15:36:12,2025-02-10 15:36:12
121277,755310,755305,S-INV/2025/04369,85.24,2025-02-10 15:36:05,2025-02-10 15:36:05
121275,755298,755293,S-INV/2025/04367,42.26,2025-02-10 15:36:07,2025-02-10 15:36:07
121265,755238,755237,S-INV/2025/04360,58.19,2025-02-10 15:35:58,2025-02-10 15:35:58
121261,755131,755130,S-INV/2025/04358,64.0,2025-02-10 00:26:15,2025-02-10 00:26:15
121260,753458,753434,INV/2025/00386,425.81,2025-02-07 23:56:32,2025-02-07 23:56:32
121259,753417,753408,INV/2025/00384,2307.91,2025-02-07 23:25:02,2025-02-07 23:25:02
121258,753333,753332,INV/2025/00381,302.98,2025-02-07 23:07:02,2025-02-07 23:07:02
121257,753274,753273,INV/2025/00375,523.95,2025-02-07 22:31:38,2025-02-07 22:31:38
121256,753246,753245,INV/2025/00372,478.5,2025-02-07 22:25:31,2025-02-07 22:25:31
121185,749419,749418,S-INV/2025/04287,32.6,2025-02-07 16:09:59,2025-02-07 16:09:59
121184,749416,749415,S-INV/2025/04286,38.19,2025-02-07 16:09:57,2025-02-07 16:09:57
121183,749413,749412,S-INV/2025/04285,65.92,2025-02-07 16:09:55,2025-02-07 16:09:55
121182,749408,749407,S-INV/2025/04284,69.38,2025-02-07 16:09:52,2025-02-07 16:09:52
121181,749404,749403,S-INV/2025/04283,38.28,2025-02-07 16:09:51,2025-02-07 16:09:51
121180,749401,749400,S-INV/2025/04282,38.4,2025-02-07 16:09:49,2025-02-07 16:09:49
121179,749398,749397,S-INV/2025/04281,46.39,2025-02-07 16:09:47,2025-02-07 16:09:47
121178,749395,749394,S-INV/2025/04280,46.39,2025-02-07 16:09:46,2025-02-07 16:09:46
121177,749392,749391,S-INV/2025/04279,80.42,2025-02-07 16:09:43,2025-02-07 16:09:43
121176,749388,749387,S-INV/2025/04278,76.0,2025-02-07 16:09:42,2025-02-07 16:09:42
121175,749384,749383,S-INV/2025/04277,89.98,2025-02-07 16:09:41,2025-02-07 16:09:41
121174,749380,749379,S-INV/2025/04276,79.69,2025-02-07 16:09:39,2025-02-07 16:09:39
121173,749376,749375,S-INV/2025/04275,48.11,2025-02-07 16:09:38,2025-02-07 16:09:38
121172,749370,749369,S-INV/2025/04274,50.8,2025-02-07 16:09:36,2025-02-07 16:09:36
121171,749367,749366,S-INV/2025/04273,96.75,2025-02-07 16:09:33,2025-02-09 00:25:43
121170,749361,749360,S-INV/2025/04272,72.98,2025-02-07 16:09:32,2025-02-07 16:09:32
121169,749357,749356,S-INV/2025/04271,88.88,2025-02-07 16:09:30,2025-02-07 16:09:30
121168,749351,749350,S-INV/2025/04270,85.18,2025-02-07 16:09:29,2025-02-07 16:09:29
121167,749347,749346,S-INV/2025/04269,41.47,2025-02-07 16:09:28,2025-02-09 00:25:38
121166,749344,749343,S-INV/2025/04268,122.47,2025-02-07 16:09:27,2025-02-07 16:09:27
121165,749339,749338,S-INV/2025/04267,60.59,2025-02-07 16:09:25,2025-02-07 16:09:25
121164,749333,749332,S-INV/2025/04266,54.99,2025-02-07 16:09:23,2025-02-07 16:09:23
121163,749330,749329,S-INV/2025/04265,41.28,2025-02-07 16:09:22,2025-02-07 16:09:22
121162,749327,749326,S-INV/2025/04264,38.48,2025-02-07 16:09:21,2025-02-07 16:09:21
121161,749324,749323,S-INV/2025/04263,67.27,2025-02-07 16:09:20,2025-02-07 16:09:20
121160,749320,749319,S-INV/2025/04262,47.61,2025-02-07 16:09:19,2025-02-07 16:09:19
121159,749317,749316,S-INV/2025/04261,181.65,2025-02-07 16:09:18,2025-02-10 00:28:43
121158,749310,749309,S-INV/2025/04260,50.22,2025-02-07 16:09:17,2025-02-07 16:09:17
121157,749307,749306,S-INV/2025/04259,57.47,2025-02-07 16:09:16,2025-02-07 16:09:16
121156,749304,749303,S-INV/2025/04258,53.81,2025-02-07 16:09:15,2025-02-07 16:09:15
121147,749236,748425,INV/2025/00345,29.15,2025-02-07 15:53:41,2025-02-07 15:53:41
121148,749237,748415,INV/2025/00342,66.84,2025-02-07 15:53:41,2025-02-07 15:53:41
121149,749238,745654,INV/2025/00341,52.67,2025-02-07 15:53:41,2025-02-07 15:53:41
121150,749239,745652,INV/2025/00340,254.81,2025-02-07 15:53:41,2025-02-07 15:53:41
121151,749240,745631,INV/2025/00338,1678.65,2025-02-07 15:53:41,2025-02-07 15:53:41
121152,749241,745155,INV/2025/00333,316.69,2025-02-07 15:53:41,2025-02-07 15:53:41
121153,749242,745047,INV/2025/00331,168.49,2025-02-07 15:53:41,2025-02-07 15:53:41
121154,749243,657194,INV/2024/04855,1428.6,2025-02-07 15:53:41,2025-02-07 15:53:41
121155,749244,635468,INV/2024/04850,3824.62,2025-02-07 15:53:41,2025-02-07 15:53:41
121146,748616,None,S-INV/2025/04257,0.0,2025-02-07 00:54:35,2025-02-07 00:54:35
122060,759457,759456,S-INV/2025/04883,92.78,2025-02-10 22:40:12,2025-02-10 22:40:12
122059,759453,759452,S-INV/2025/04882,477.67,2025-02-10 22:40:09,2025-02-10 22:40:09
122058,759437,759436,S-INV/2025/04881,84.78,2025-02-10 22:40:08,2025-02-10 22:40:08
122057,759433,759432,S-INV/2025/04880,109.13,2025-02-10 22:40:06,2025-02-10 22:40:06
122025,759177,759168,S-INV/2025/04853,115.53,2025-02-10 22:22:02,2025-02-10 22:22:02
121255,749707,749706,S-INV/2025/04357,75.76,2025-02-07 16:12:05,2025-02-07 16:12:05
121254,749700,749699,S-INV/2025/04356,44.61,2025-02-07 16:12:03,2025-02-07 16:12:03
121253,749695,749694,S-INV/2025/04355,36.79,2025-02-07 16:12:00,2025-02-07 16:12:00
121252,749692,749691,S-INV/2025/04354,48.51,2025-02-07 16:11:58,2025-02-07 16:11:58
121251,749689,749688,S-INV/2025/04353,38.4,2025-02-07 16:11:57,2025-02-07 16:11:57
121250,749686,749685,S-INV/2025/04352,38.4,2025-02-07 16:11:55,2025-02-09 00:25:55
121249,749683,749682,S-INV/2025/04351,58.38,2025-02-07 16:11:54,2025-02-07 16:11:54
121248,749677,749676,S-INV/2025/04350,48.52,2025-02-07 16:11:52,2025-02-07 16:11:52
121247,749673,749672,S-INV/2025/04349,169.2,2025-02-07 16:11:49,2025-02-09 00:25:54
121246,749665,749664,S-INV/2025/04348,99.97,2025-02-07 16:11:48,2025-02-07 16:11:48
121245,749660,749659,S-INV/2025/04347,50.28,2025-02-07 16:11:47,2025-02-07 16:11:47
121244,749657,749656,S-INV/2025/04346,127.54,2025-02-07 16:11:44,2025-02-07 16:11:44
121243,749652,749651,S-INV/2025/04345,35.84,2025-02-07 16:11:43,2025-02-09 00:25:52
121242,749649,749648,S-INV/2025/04344,86.42,2025-02-07 16:11:42,2025-02-07 16:11:42
121241,749645,749644,S-INV/2025/04343,68.0,2025-02-07 16:11:41,2025-02-08 00:28:28
121240,749641,749640,S-INV/2025/04342,79.48,2025-02-07 16:11:39,2025-02-07 16:11:39
121239,749637,749636,S-INV/2025/04341,171.2,2025-02-07 16:11:37,2025-02-07 16:11:37
121238,749630,749629,S-INV/2025/04340,21.54,2025-02-07 16:11:36,2025-02-07 16:11:36
121237,749627,749626,S-INV/2025/04339,65.95,2025-02-07 16:11:34,2025-02-09 00:25:51
121236,749623,749622,S-INV/2025/04338,104.53,2025-02-07 16:11:32,2025-02-07 16:11:32
121235,749618,749617,S-INV/2025/04337,52.19,2025-02-07 16:11:31,2025-02-07 16:11:31
121234,749615,749614,S-INV/2025/04336,119.55,2025-02-07 16:11:30,2025-02-09 00:25:50
121233,749610,749609,S-INV/2025/04335,46.39,2025-02-07 16:11:29,2025-02-07 16:11:29
121232,749607,749606,S-INV/2025/04334,28.25,2025-02-07 16:11:28,2025-02-07 16:11:28
121231,749604,749603,S-INV/2025/04333,57.13,2025-02-07 16:11:27,2025-02-09 00:25:48
121230,749600,749599,S-INV/2025/04332,63.25,2025-02-07 16:11:26,2025-02-07 16:11:26
121229,749597,749596,S-INV/2025/04331,31.08,2025-02-07 16:11:24,2025-02-07 16:11:24
121228,749594,749593,S-INV/2025/04330,73.58,2025-02-07 16:11:22,2025-02-07 16:11:22
121227,749590,749589,S-INV/2025/04329,79.98,2025-02-07 16:11:20,2025-02-07 16:11:20
121226,749586,749585,S-INV/2025/04328,70.38,2025-02-07 16:11:17,2025-02-08 00:28:27
121225,749580,749579,S-INV/2025/04327,49.41,2025-02-07 16:11:14,2025-02-07 16:11:14
121224,749576,749575,S-INV/2025/04326,86.58,2025-02-07 16:11:11,2025-02-07 16:11:11
121223,749571,749570,S-INV/2025/04325,38.19,2025-02-07 16:11:09,2025-02-07 16:11:09
121222,749568,749567,S-INV/2025/04324,18.18,2025-02-07 16:11:07,2025-02-07 16:11:07
121221,749565,749564,S-INV/2025/04323,96.69,2025-02-07 16:11:04,2025-02-07 16:11:04
121220,749560,749559,S-INV/2025/04322,67.84,2025-02-07 16:11:02,2025-02-07 16:11:02
121219,749556,749555,S-INV/2025/04321,96.0,2025-02-07 16:11:00,2025-02-07 16:11:00
121218,749551,749550,S-INV/2025/04320,70.36,2025-02-07 16:10:58,2025-02-07 16:10:58
121217,749547,749546,S-INV/2025/04319,59.77,2025-02-07 16:10:57,2025-02-07 16:10:57
121216,749543,749542,S-INV/2025/04318,56.38,2025-02-07 16:10:55,2025-02-07 16:10:55
121215,749539,749538,S-INV/2025/04317,133.6,2025-02-07 16:10:52,2025-02-07 16:10:52
121214,749532,749531,S-INV/2025/04316,65.76,2025-02-07 16:10:49,2025-02-07 16:10:49
121213,749528,None,S-INV/2025/04315,0.0,2025-02-07 16:10:48,2025-02-07 16:10:48
121212,749523,749522,S-INV/2025/04314,38.94,2025-02-07 16:10:47,2025-02-09 00:25:47
121211,749520,749519,S-INV/2025/04313,55.72,2025-02-07 16:10:45,2025-02-07 16:10:45
121210,749517,749516,S-INV/2025/04312,46.39,2025-02-07 16:10:44,2025-02-08 00:28:25
121209,749514,749513,S-INV/2025/04311,50.29,2025-02-07 16:10:43,2025-02-07 16:10:43
121208,749511,749510,S-INV/2025/04310,80.88,2025-02-07 16:10:42,2025-02-07 16:10:42
121207,749507,749506,S-INV/2025/04309,113.4,2025-02-07 16:10:41,2025-02-07 16:10:41
121206,749502,749501,S-INV/2025/04308,49.64,2025-02-07 16:10:40,2025-02-07 16:10:40
121205,749499,749498,S-INV/2025/04307,107.38,2025-02-07 16:10:38,2025-02-07 16:10:38
121204,749494,749493,S-INV/2025/04306,41.39,2025-02-07 16:10:37,2025-02-07 16:10:37
121203,749491,749490,S-INV/2025/04305,34.17,2025-02-07 16:10:36,2025-02-07 16:10:36
121202,749488,749487,S-INV/2025/04304,87.03,2025-02-07 16:10:34,2025-02-09 00:25:46
121201,749482,749481,S-INV/2025/04303,71.04,2025-02-07 16:10:33,2025-02-07 16:10:33
121200,749477,749476,S-INV/2025/04302,141.24,2025-02-07 16:10:32,2025-02-07 16:10:32
121199,749472,749471,S-INV/2025/04301,65.69,2025-02-07 16:10:31,2025-02-09 00:25:44
121198,749469,749468,S-INV/2025/04300,36.63,2025-02-07 16:10:30,2025-02-07 16:10:30
121197,749466,749465,S-INV/2025/04299,145.62,2025-02-07 16:10:29,2025-02-07 16:10:29
121196,749461,749460,S-INV/2025/04298,38.21,2025-02-07 16:10:26,2025-02-07 16:10:26
121195,749458,None,S-INV/2025/04297,0.0,2025-02-07 16:10:24,2025-02-07 16:10:24
121194,749455,749454,S-INV/2025/04296,38.39,2025-02-07 16:10:22,2025-02-07 16:10:22
121193,749452,749451,S-INV/2025/04295,48.58,2025-02-07 16:10:20,2025-02-07 16:10:20
121192,749448,749447,S-INV/2025/04294,48.79,2025-02-07 16:10:17,2025-02-07 16:10:17
121191,749445,749444,S-INV/2025/04293,106.4,2025-02-07 16:10:13,2025-02-07 16:10:13
121190,749439,749438,S-INV/2025/04292,122.97,2025-02-07 16:10:10,2025-02-07 16:10:10
121189,749434,749433,S-INV/2025/04291,37.66,2025-02-07 16:10:08,2025-02-07 16:10:08
121188,749431,749430,S-INV/2025/04290,24.94,2025-02-07 16:10:05,2025-02-07 16:10:05
121187,749426,749425,S-INV/2025/04289,65.99,2025-02-07 16:10:04,2025-02-07 16:10:04
121186,749423,749422,S-INV/2025/04288,79.98,2025-02-07 16:10:02,2025-02-07 16:10:02
121145,748467,736175,INV/2025/00267,1225.31,2025-02-06 22:21:14,2025-02-06 22:21:14
121144,748466,720039,INV/2025/00097,3515.25,2025-02-06 22:18:25,2025-02-06 22:18:25
121143,748452,748451,INV/2025/00346,2285.06,2025-02-06 18:49:50,2025-02-06 18:49:50
121142,748417,None,S-INV/2025/04256,0.0,2025-02-06 16:54:00,2025-02-06 16:54:00
121105,748284,748283,S-INV/2025/04219,80.59,2025-02-06 16:10:52,2025-02-06 16:10:52
121104,748280,748279,S-INV/2025/04218,50.1,2025-02-06 16:10:51,2025-02-06 16:10:51
121103,748277,748276,S-INV/2025/04217,48.51,2025-02-06 16:10:50,2025-02-06 16:10:50
121102,748274,748273,S-INV/2025/04216,38.39,2025-02-06 16:10:49,2025-02-06 16:10:49
121101,748271,748270,S-INV/2025/04215,61.39,2025-02-06 16:10:48,2025-02-06 16:10:48
121100,748268,748267,S-INV/2025/04214,46.39,2025-02-06 16:10:47,2025-02-06 16:10:47
121099,748265,748264,S-INV/2025/04213,38.19,2025-02-06 16:10:46,2025-02-06 16:10:46
121098,748260,748259,S-INV/2025/04212,75.41,2025-02-06 16:10:45,2025-02-08 00:28:30
121097,748256,748255,S-INV/2025/04211,73.17,2025-02-06 16:10:43,2025-02-08 00:28:29
121096,748252,748251,S-INV/2025/04210,41.04,2025-02-06 16:10:42,2025-02-06 16:10:42
121095,748249,748248,S-INV/2025/04209,50.53,2025-02-06 16:10:40,2025-02-06 16:10:40
121094,748245,748244,S-INV/2025/04208,61.74,2025-02-06 16:10:39,2025-02-09 00:25:57
121093,748241,748240,S-INV/2025/04207,48.79,2025-02-06 16:10:38,2025-02-06 16:10:38
121067,748124,748123,S-INV/2025/04181,85.06,2025-02-06 15:52:35,2025-02-06 15:52:35
121066,748120,748119,S-INV/2025/04180,125.16,2025-02-06 15:52:33,2025-02-06 15:52:33
121065,748115,748114,S-INV/2025/04179,82.49,2025-02-06 15:52:32,2025-02-06 15:52:32
121064,748111,748110,S-INV/2025/04178,128.97,2025-02-06 15:52:30,2025-02-06 15:52:30
121063,748106,748105,S-INV/2025/04177,69.53,2025-02-06 15:52:29,2025-02-06 15:52:29
121062,748102,748101,S-INV/2025/04176,68.26,2025-02-06 15:52:28,2025-02-06 15:52:28
121061,748096,748095,S-INV/2025/04175,85.18,2025-02-06 15:52:27,2025-02-06 15:52:27
121060,748092,748091,S-INV/2025/04174,356.02,2025-02-06 15:52:24,2025-02-06 15:52:24
121059,748081,748080,S-INV/2025/04173,85.58,2025-02-06 15:52:23,2025-02-06 15:52:23
121058,748077,748076,S-INV/2025/04172,80.0,2025-02-06 15:52:21,2025-02-06 15:52:21
121057,748072,748071,S-INV/2025/04171,90.96,2025-02-06 15:52:20,2025-02-06 15:52:20
121056,748067,748066,S-INV/2025/04170,124.63,2025-02-06 15:52:17,2025-02-06 15:52:17
121055,748061,748060,S-INV/2025/04169,93.62,2025-02-06 15:52:16,2025-02-06 15:52:16
123518,771946,771945,S-INV/2025/05851,119.8,2025-02-17 18:52:03,2025-02-17 18:52:03
123516,771936,771935,S-INV/2025/05849,54.1,2025-02-17 18:47:54,2025-02-17 18:47:54
122062,759464,759463,S-INV/2025/04885,49.64,2025-02-10 22:40:14,2025-02-10 22:40:14
122061,759461,759460,S-INV/2025/04884,84.78,2025-02-10 22:40:13,2025-02-10 22:40:13
122013,759098,759097,S-INV/2025/04842,46.39,2025-02-10 22:21:52,2025-02-10 22:21:52
121141,748413,748412,S-INV/2025/04255,86.39,2025-02-06 16:11:47,2025-02-08 00:35:10
121140,748407,748406,S-INV/2025/04254,51.26,2025-02-06 16:11:43,2025-02-06 16:11:43
121139,748404,748403,S-INV/2025/04253,49.64,2025-02-06 16:11:41,2025-02-08 00:34:15
121138,748401,748400,S-INV/2025/04252,51.03,2025-02-06 16:11:40,2025-02-08 00:34:08
121137,748398,748397,S-INV/2025/04251,48.94,2025-02-06 16:11:38,2025-02-08 00:33:54
121136,748395,748394,S-INV/2025/04250,34.39,2025-02-06 16:11:37,2025-02-08 00:34:01
121135,748392,748391,S-INV/2025/04249,49.64,2025-02-06 16:11:36,2025-02-06 16:11:36
121134,748389,748388,S-INV/2025/04248,36.39,2025-02-06 16:11:34,2025-02-08 00:33:40
121133,748385,748384,S-INV/2025/04247,102.08,2025-02-06 16:11:31,2025-02-08 00:33:19
121132,748380,748379,S-INV/2025/04246,46.39,2025-02-06 16:11:30,2025-02-08 00:33:12
121131,748377,748376,S-INV/2025/04245,79.16,2025-02-06 16:11:28,2025-02-08 00:32:50
121130,748372,None,S-INV/2025/04244,0.0,2025-02-06 16:11:27,2025-02-06 16:11:27
121129,748369,None,S-INV/2025/04243,0.0,2025-02-06 16:11:25,2025-02-06 16:11:25
121128,748365,748364,S-INV/2025/04242,49.64,2025-02-06 16:11:24,2025-02-08 00:32:09
121127,748362,748361,S-INV/2025/04241,36.21,2025-02-06 16:11:23,2025-02-08 00:31:54
121126,748359,748358,S-INV/2025/04240,50.91,2025-02-06 16:11:21,2025-02-08 00:31:41
121125,748356,748355,S-INV/2025/04239,17.37,2025-02-06 16:11:20,2025-02-06 16:11:20
121124,748353,748352,S-INV/2025/04238,42.15,2025-02-06 16:11:19,2025-02-08 00:31:34
121123,748350,748349,S-INV/2025/04237,50.27,2025-02-06 16:11:18,2025-02-08 00:31:21
121122,748347,748346,S-INV/2025/04236,44.45,2025-02-06 16:11:17,2025-02-08 00:31:14
121121,748344,748343,S-INV/2025/04235,46.39,2025-02-06 16:11:16,2025-02-08 00:31:07
121120,748341,748340,S-INV/2025/04234,42.4,2025-02-06 16:11:15,2025-02-08 00:31:00
121119,748337,748336,S-INV/2025/04233,50.22,2025-02-06 16:11:13,2025-02-08 00:30:53
121118,748332,None,S-INV/2025/04232,0.0,2025-02-06 16:11:11,2025-02-06 16:11:11
121117,748329,748328,S-INV/2025/04231,20.39,2025-02-06 16:11:10,2025-02-08 00:30:32
121116,748326,748325,S-INV/2025/04230,49.17,2025-02-06 16:11:09,2025-02-08 00:30:25
121115,748323,748322,S-INV/2025/04229,79.85,2025-02-06 16:11:08,2025-02-08 00:28:16
121114,748316,748315,S-INV/2025/04228,46.39,2025-02-06 16:11:07,2025-02-06 16:11:07
121113,748312,748311,S-INV/2025/04227,40.32,2025-02-06 16:11:05,2025-02-08 00:30:11
121112,748309,None,S-INV/2025/04226,0.0,2025-02-06 16:11:04,2025-02-06 16:11:04
121111,748306,748305,S-INV/2025/04225,90.97,2025-02-06 16:11:02,2025-02-08 00:29:39
121110,748300,748299,S-INV/2025/04224,13.46,2025-02-06 16:11:00,2025-02-08 00:29:32
121109,748296,748295,S-INV/2025/04223,38.4,2025-02-06 16:10:58,2025-02-08 00:29:18
121108,748293,748292,S-INV/2025/04222,36.32,2025-02-06 16:10:57,2025-02-08 00:29:05
121107,748290,748289,S-INV/2025/04221,50.45,2025-02-06 16:10:55,2025-02-08 00:28:58
121106,748287,748286,S-INV/2025/04220,39.39,2025-02-06 16:10:54,2025-02-08 00:28:31
121092,748237,748236,S-INV/2025/04206,75.82,2025-02-06 15:53:09,2025-02-08 00:28:22
121091,748233,748232,S-INV/2025/04205,68.96,2025-02-06 15:53:07,2025-02-08 00:33:34
121090,748229,748228,S-INV/2025/04204,113.4,2025-02-06 15:53:06,2025-02-06 15:53:06
121089,748225,748224,S-INV/2025/04203,105.5,2025-02-06 15:53:04,2025-02-08 00:33:04
121088,748220,748219,S-INV/2025/04202,100.13,2025-02-06 15:53:03,2025-02-08 00:32:57
121087,748216,None,S-INV/2025/04201,0.0,2025-02-06 15:53:03,2025-02-06 15:53:03
121086,748212,748211,S-INV/2025/04200,85.58,2025-02-06 15:53:02,2025-02-08 00:32:44
121085,748208,748207,S-INV/2025/04199,84.78,2025-02-06 15:53:01,2025-02-08 00:32:36
121084,748204,748203,S-INV/2025/04198,85.58,2025-02-06 15:53:00,2025-02-08 00:32:30
121083,748200,748199,S-INV/2025/04197,103.72,2025-02-06 15:52:59,2025-02-08 00:32:23
121082,748195,748194,S-INV/2025/04196,285.09,2025-02-06 15:52:57,2025-02-08 00:32:16
121081,748188,748187,S-INV/2025/04195,83.03,2025-02-06 15:52:56,2025-02-08 00:28:20
121080,748183,748182,S-INV/2025/04194,72.2,2025-02-06 15:52:55,2025-02-08 00:32:02
121079,748178,748177,S-INV/2025/04193,209.73,2025-02-06 15:52:53,2025-02-06 15:52:53
121078,748173,748172,S-INV/2025/04192,222.0,2025-02-06 15:52:52,2025-02-08 00:31:48
121077,748166,748165,S-INV/2025/04191,127.18,2025-02-06 15:52:50,2025-02-08 00:31:28
121076,748161,748160,S-INV/2025/04190,94.8,2025-02-06 15:52:48,2025-02-08 00:28:19
121075,748157,748156,S-INV/2025/04189,66.46,2025-02-06 15:52:47,2025-02-08 00:30:46
121074,748153,748152,S-INV/2025/04188,76.38,2025-02-06 15:52:46,2025-02-08 00:30:39
121073,748149,748148,S-INV/2025/04187,81.21,2025-02-06 15:52:44,2025-02-08 00:29:58
121072,748145,748144,S-INV/2025/04186,87.98,2025-02-06 15:52:43,2025-02-08 00:30:05
121071,748141,748140,S-INV/2025/04185,85.78,2025-02-06 15:52:41,2025-02-08 00:29:52
121070,748137,748136,S-INV/2025/04184,49.29,2025-02-06 15:52:40,2025-02-08 00:29:45
121069,748134,748133,S-INV/2025/04183,135.64,2025-02-06 15:52:38,2025-02-08 00:29:26
121068,748128,748127,S-INV/2025/04182,74.04,2025-02-06 15:52:37,2025-02-08 00:29:12
121054,747238,None,S-INV/2025/04168,0.0,2025-02-05 19:08:52,2025-02-05 19:08:52
121053,747234,740953,INV/2025/00319,3508.9,2025-02-05 17:50:26,2025-02-05 17:50:26
121034,747154,747153,S-INV/2025/04149,59.17,2025-02-05 17:24:29,2025-02-05 17:24:29
121033,747150,747149,S-INV/2025/04148,97.13,2025-02-05 17:24:28,2025-02-07 00:28:13
121032,747146,747145,S-INV/2025/04147,79.29,2025-02-05 17:24:26,2025-02-08 00:38:09
