order_id,create_date,last_updated,sales_date,date_order,delivery_date,delivery_address,sales_team,sales_person,amount_total,payment_terms,tags,state,invoice_status,customer,shipping_policy,channel,delivery_status
#DMZFYZQWKJ,2024-09-10 04:47:21,2025-03-04 20:15:27,2024-09-10 04:47:22,2024-09-10 04:47:22,2024-09-10 17:00:00,"Nukumoi Surf
2100 Hoone Rd.

Koloa HI 96756
United States",Faire,Christina Freberg,907.28,30 Days,Faire,sale,invoiced,Nukumoi Surf,one,Faire,full
S02842,2024-09-10 00:01:42,2025-04-11 04:45:51,2024-09-06 14:00:00,2024-09-10 03:50:10,2024-09-11 00:00:00,"Mast General Store
200 Punkin Ctr

Banner Elk NC 28604
United States",Wholesale,Christina Freberg,2198.08,Due on Ship,shipping account,sale,invoiced,Mast General Store,one,Wholesale,full
S02845,2024-09-10 03:03:50,2025-04-11 04:45:51,2024-09-06 14:00:00,2024-09-10 03:50:04,2024-09-11 03:00:00,"Mast General Store
200 Punkin Ctr

Banner Elk NC 28604
United States",Wholesale,Christina Freberg,2975.44,Due on Ship,shipping account,sale,invoiced,Mast General Store,one,Wholesale,full
S02846,2024-09-10 03:19:29,2025-04-11 04:45:51,2024-09-06 14:00:00,2024-09-10 03:49:57,2024-09-11 03:00:00,"Mast General Store
200 Punkin Ctr

Banner Elk NC 28604
United States",Wholesale,Christina Freberg,1597.8,Due on Ship,shipping account,sale,invoiced,Mast General Store,one,Wholesale,full
S02847,2024-09-10 03:30:29,2025-04-11 04:45:51,2024-09-06 14:00:00,2024-09-10 03:49:49,2024-09-11 03:00:00,"Mast General Store
200 Punkin Ctr

Banner Elk NC 28604
United States",Wholesale,Christina Freberg,1187.76,Due on Ship,shipping account,sale,invoiced,Mast General Store,one,Wholesale,full
S02848,2024-09-10 03:42:09,2025-04-11 04:45:51,2024-09-06 14:00:00,2024-09-10 03:49:42,2024-09-11 03:00:00,"Mast General Store
200 Punkin Ctr

Banner Elk NC 28604
United States",Wholesale,Christina Freberg,967.36,Due on Ship,shipping account,sale,invoiced,Mast General Store,one,Wholesale,full
S02787,2024-09-06 18:24:45,2025-02-19 20:43:31,2024-09-05 18:00:00,2024-09-09 22:54:48,2024-09-20 18:00:00,"Curl Surf Shop
1570 DISNEYLAND DR.
103
Anaheim CA 92802
United States",Wholesale,Christina Freberg,796.5,Due on Ship,SURFEXPO_Sept24,sale,invoiced,Curl Surf Shop,one,Wholesale,full
S02260,2024-06-06 18:30:38,2025-04-02 20:02:16,2024-06-06 18:00:00,2024-09-03 18:10:13,2024-06-12 18:00:00,"Mary Jane's
358 E. Elkhorn Ave
PO BOX 1795
Estes Park CO 80517
United States",Wholesale,Jada Claiborne,1224.0,Due on Ship,,sale,invoiced,Mary Jane's,direct,Wholesale,full
#7FSSPHR43U,2024-08-31 04:46:54,2025-01-24 22:01:33,2024-08-31 04:46:54,2024-08-31 04:46:54,2024-09-05 15:36:52,"Wave Riding Vehicles
1900 Cypress Avenue

Virginia Beach VA 23451
United States",Faire,Christina Freberg,541.87,30 Days,Faire,sale,invoiced,brooke forbes,one,Faire,full
#2BRRMXFP95,2024-08-31 04:46:53,2025-01-24 22:01:33,2024-08-31 04:46:53,2024-08-31 04:46:53,2024-09-04 12:59:59,"Wave Riding Vehicles
1900 Cypress Avenue

Virginia Beach VA 23451
United States",Faire,Christina Freberg,32.99,30 Days,Faire,sale,invoiced,brooke forbes,one,Faire,full
#4FJ2NFYKM2,2024-07-24 04:44:24,2025-02-20 20:19:28,2024-07-24 04:44:24,2024-08-30 21:07:02,2024-08-26 12:59:59,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,248.23,30 Days,Faire,sale,to invoice,Hanalei Backdoor,one,Faire,full
S02765,2024-08-29 16:47:42,2025-04-02 18:17:10,2024-08-29 16:00:00,2024-08-29 21:08:19,2024-08-30 16:00:00,"Beachcombers Ski & Sport
181 Swanson Ave

Lake Havasu City AZ 86403
United States",Wholesale,Alyssa Kallal,0.0,Due on Ship,,sale,invoiced,Beachcombers Ski & Sport,one,Wholesale,full
S02758,2024-08-27 21:28:01,2025-01-30 19:05:21,2024-08-27 21:00:00,2024-08-28 15:46:33,2024-08-28 21:00:00,"Vitamin Sea Wellness
862 Seacoast Drive

Imperial Beach CA 91932
United States",Wholesale,Jada Claiborne,1174.7,Due on Ship,,sale,invoiced,Vitamin Sea Wellness,one,Wholesale,full
S02757,2024-08-27 17:44:09,2025-02-17 21:07:45,2024-08-27 17:00:00,2024-08-27 17:50:35,2024-08-28 17:00:00,"Drift Boutique
1316 Costa Brava

Pismo Beach CA 93449
United States",Wholesale,Jada Claiborne,210.48,Due on Ship,,sale,invoiced,Drift Boutique,one,Wholesale,full
S02742,2024-08-23 16:29:35,2025-02-25 15:44:53,2024-08-23 16:00:00,2024-08-27 17:30:44,2024-08-26 16:00:00,"Glik's Ship To
25 ABC Pkwy

Collinsville IL 62234
United States",Wholesale,Alyssa Kallal,1882.85,Due on Ship,,sale,invoiced,Glik's,one,Wholesale,full
S02736,2024-08-22 15:51:41,2025-03-14 15:44:06,2024-08-22 15:00:00,2024-08-26 18:47:56,2024-08-23 15:00:00,"The Center Boutique
1566 Eto Circle

San Luis Obispo CA 93405
United States",Wholesale,Jada Claiborne,239.0,Due on Ship,,sale,invoiced,The Center Boutique,one,Wholesale,full
S02738,2024-08-22 17:15:00,2025-04-02 18:17:10,2024-08-22 19:24:45,2024-08-23 17:16:00,2024-08-23 17:00:00,"Beachcombers Ski & Sport
181 Swanson Ave

Lake Havasu City AZ 86403
United States",Wholesale,Alyssa Kallal,1702.46,Due on Ship,GWPPromo,sale,invoiced,Beachcombers Ski & Sport,one,Wholesale,full
S02733,2024-08-21 18:57:58,2025-01-14 16:44:29,2024-08-21 18:00:00,2024-08-22 17:31:52,2024-08-22 18:00:00,"Flip Flop Shops - Flagler Beach #272
2885 Hilton NW Cir

Kennesaw GA 30152
United States",Wholesale,Alyssa Kallal,303.51,Due on Ship,,sale,invoiced,Flip Flop Shops - Flagler Beach #272,direct,Wholesale,full
S02735,2024-08-21 21:09:28,2025-03-05 16:59:50,2024-08-21 21:27:24,2024-08-22 15:46:36,2024-08-22 21:00:00,"30A General Store
169 Griffin Blvd Unit 103

Panama City Beach FL 32413-5239
United States",Wholesale,Alyssa Kallal,510.0,Due on Ship,GWPPromo,sale,invoiced,30A General Store,one,Wholesale,full
S02732,2024-08-21 18:08:01,2025-03-20 15:36:26,2024-08-21 18:00:00,2024-08-21 19:09:57,2024-08-22 18:00:00,"Five 0 Six Surf Boutique
101 W 23rd Street

Ship Bottom NJ 08008
United States",Wholesale,Jada Claiborne,597.2,Due on Ship,,sale,invoiced,Five 0 Six Surf Boutique,one,Wholesale,full
S02727,2024-08-20 17:22:20,2025-04-07 18:10:38,2024-08-20 17:00:00,2024-08-21 16:55:53,2024-08-22 17:00:00,"Breakwater Surf
438 Thames St

Newport RI 02840
United States",Wholesale,Jada Claiborne,1348.44,Due on Ship,,sale,invoiced,Breakwater Surf,direct,Wholesale,full
S02611,2024-07-23 17:47:18,2025-03-06 23:52:37,2024-08-18 17:00:00,2024-08-19 20:55:08,2024-08-20 17:00:00,"Kitty Hawk Kites
34 HARBOR BLVD
SUITE 118 / HARBOR WALK VILLAGE
Destin FL 32541
United States",Wholesale,Christina Freberg,729.5,30 Days,,sale,invoiced,Kitty Hawk Kites,direct,Wholesale,full
S02702,2024-08-14 18:40:24,2025-02-25 15:44:53,2024-08-14 18:00:00,2024-08-14 21:01:32,2024-08-15 18:00:00,"Glik's Ship To
25 ABC Pkwy

Collinsville IL 62234
United States",Wholesale,Alyssa Kallal,396.0,Due on Ship,,sale,invoiced,Glik's,one,Wholesale,full
#4F255ETUEQ,2024-08-08 16:58:38,2025-03-26 20:12:51,2024-08-08 17:00:42,2024-08-08 17:00:42,2024-08-08 17:00:00,"Cool Style
12921 Village Blvd

Madeira Beach FL 33708
United States",Faire,Alyssa Kallal,384.24,30 Days,Faire,sale,invoiced,Cool Style,one,Faire,full
#HSUQPVNCDJ,2024-08-08 16:58:45,2025-03-26 20:12:51,2024-08-08 17:00:05,2024-08-08 17:00:05,2024-08-26 12:59:59,"Cool Style
12921 Village Blvd

Madeira Beach FL 33708
United States",Faire,Alyssa Kallal,78.76,30 Days,Faire,sale,invoiced,Cool Style,one,Faire,full
S02662,2024-08-07 20:20:07,2025-02-25 15:44:53,2024-08-07 20:00:00,2024-08-08 16:42:08,2024-08-08 20:00:00,"Glik's
25 ABC Pkwy

Collinsville IL 62234
United States",Wholesale,Alyssa Kallal,0.0,Due on Ship,,sale,invoiced,Glik's,one,Wholesale,full
S02131,2024-05-21 20:41:30,2025-02-12 22:31:24,2024-05-21 20:00:00,2024-08-07 16:13:24,2024-07-15 20:00:00,"Hawaiian Island Creations
131 Hekili St
Suite 203
Kailua HI 96734
United States",Wholesale,Alyssa Kallal,11290.0,45 Days,,sale,no,Hawaiian Island Creations,one,Wholesale,partial
S02653,2024-08-06 16:34:56,2025-02-17 21:07:45,2024-08-06 16:00:00,2024-08-06 17:50:05,2024-08-07 16:00:00,"Drift Boutique
1316 Costa Brava

Pismo Beach CA 93449
United States",Wholesale,Jada Claiborne,336.5,Due on Ship,,sale,invoiced,Drift Boutique,one,Wholesale,full
#W2938582SR,2024-08-05 04:47:10,2025-03-04 20:15:27,2024-08-05 04:47:11,2024-08-05 04:47:11,2024-08-05 16:00:00,"Nukumoi Surf
2100 Hoone Rd.

Koloa HI 96756
United States",Faire,Christina Freberg,513.56,30 Days,Faire,sale,invoiced,Nukumoi Surf,one,Faire,full
S02648,2024-08-01 19:01:27,2025-02-11 21:17:49,2024-08-01 19:00:00,2024-08-01 20:18:11,2024-08-02 19:00:00,"5128 DRONNIGENS GADE, STE 2

St. Thomas  00802
Virgin Islands (USA)",Wholesale,Angela Gonzales,5752.5,Due on Ship,,sale,invoiced,Classic USVI,one,Wholesale,full
S02604,2024-07-22 17:53:19,2025-04-07 18:10:38,2024-07-22 17:00:00,2024-07-31 21:00:30,2024-07-22 17:00:00,"Breakwater Surf
438 Thames St

Newport RI 02840
United States",Wholesale,Jada Claiborne,1200.0,Due on Ship,FREE SHIPPING,sale,invoiced,Breakwater Surf,direct,Wholesale,full
S02223,2024-06-03 17:00:04,2025-01-30 19:05:21,2024-05-31 16:00:00,2024-07-31 16:10:15,2024-07-01 16:00:00,"Vitamin Sea Wellness


  
",Wholesale,Jada Claiborne,1019.58,Due on Ship,,sale,invoiced,Vitamin Sea Wellness,direct,Wholesale,full
S02641,2024-07-30 20:32:36,2025-04-02 20:02:16,2024-07-30 20:00:00,2024-07-31 02:52:10,2024-07-31 20:00:00,"Mary Jane's
69-250 Waikoloa Beach Dr.  Unit C-7
Unit C-7
Waikoloa HI 96738
United States",Wholesale,Jada Claiborne,1298.0,Due on Ship,FREE SHIPPING,sale,invoiced,Mary Jane's,direct,Wholesale,full
#CBMBNCP76A,2024-07-25 20:31:38,2025-04-09 22:10:50,2024-07-30 18:01:55,2024-07-30 18:01:55,2024-08-20 12:59:59,"Old Naples Surf Shop
1311 Third Street South

Naples FL 34102
United States",Faire,Alyssa Kallal,28.7,30 Days,Faire,sale,invoiced,Old Naples Surf Shop,one,Faire,full
#VGB4G92GTY,2024-07-25 20:31:38,2025-04-09 22:10:50,2024-07-30 18:01:51,2024-07-30 18:01:51,2024-08-26 12:59:59,"Old Naples Surf Shop
1311 Third Street South

Naples FL 34102
United States",Faire,Alyssa Kallal,26.24,30 Days,Faire,sale,invoiced,Old Naples Surf Shop,one,Faire,full
#C2XHDNKVP9,2024-07-25 20:31:37,2025-04-09 22:10:50,2024-07-30 18:01:48,2024-07-30 18:01:48,2024-08-26 12:59:59,"Old Naples Surf Shop
1311 Third Street South

Naples FL 34102
United States",Faire,Alyssa Kallal,153.23,30 Days,Faire,sale,invoiced,Old Naples Surf Shop,one,Faire,full
#RGDVJXYK5M,2024-07-25 20:31:39,2025-04-09 22:10:50,2024-07-30 18:01:45,2024-07-30 18:01:45,2024-09-19 12:59:59,"Old Naples Surf Shop
1311 Third Street South

Naples FL 34102
United States",Faire,Alyssa Kallal,26.24,30 Days,Faire,sale,invoiced,Old Naples Surf Shop,one,Faire,full
#T57ES3622E,2024-07-25 20:31:38,2025-04-09 22:10:50,2024-07-30 18:01:41,2024-07-30 18:01:41,2024-09-19 12:59:59,"Old Naples Surf Shop
1311 Third Street South

Naples FL 34102
United States",Faire,Alyssa Kallal,26.24,30 Days,Faire,sale,invoiced,Old Naples Surf Shop,one,Faire,full
#8K3SEAG7JY,2024-07-25 20:31:37,2025-04-09 22:10:50,2024-07-29 15:24:41,2024-07-29 15:24:41,2024-07-30 12:59:59,"Old Naples Surf Shop
1311 Third Street South

Naples FL 34102
United States",Faire,Alyssa Kallal,23.29,30 Days,Faire,sale,invoiced,Old Naples Surf Shop,one,Faire,full
#K9DHNB26FC,2024-07-25 20:31:36,2025-04-09 22:10:50,2024-07-26 20:13:42,2024-07-26 20:13:42,,"Old Naples Surf Shop
1311 Third Street South

Naples FL 34102
United States",Faire,Alyssa Kallal,515.97,30 Days,Faire,sale,invoiced,Old Naples Surf Shop,one,Faire,full
#UPSA7N3U64,2024-07-25 04:45:55,2025-02-20 20:19:28,2024-07-25 04:45:56,2024-07-25 04:45:56,2024-11-02 03:53:24,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,2982.73,30 Days,Faire,sale,invoiced,Hanalei Backdoor,one,Faire,full
S02616,2024-07-24 17:24:33,2025-02-19 20:43:31,2024-07-24 16:00:00,2024-07-24 18:10:19,2024-07-26 16:00:00,"Curl Surf Shop
1570 DISNEYLAND DR.
103
Anaheim CA 92802
United States",Wholesale,Christina Freberg,4996.9,Due on Ship,,sale,invoiced,Curl Surf Shop,direct,Wholesale,full
#A9VRMBPE4Z,2024-07-24 04:44:47,2025-02-20 20:19:28,2024-07-24 04:44:48,2024-07-24 04:44:48,2024-11-02 01:53:01,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,676.76,30 Days,Faire,sale,no,Hanalei Backdoor,one,Faire,full
#Q63KXM9TB8,2024-07-24 04:44:46,2025-04-14 22:08:26,2024-07-24 04:44:47,2024-07-24 04:44:47,2024-11-16 00:54:56,"Revolution Board Company
2235 Ventura Boulevard

Camarillo CA 93010
United States",Faire,Christina Freberg,596.23,30 Days,Faire,sale,invoiced,Revolution Board Company,one,Faire,full
#AF4XD8YGPC,2024-07-24 04:44:45,2025-04-14 22:08:26,2024-07-24 04:44:45,2024-07-24 04:44:45,,"Revolution Board Company
2235 Ventura Boulevard

Camarillo CA 93010
United States",Faire,Christina Freberg,254.76,30 Days,Faire,sale,invoiced,Revolution Board Company,one,Faire,full
#MB85FQSMZ4,2024-07-24 04:44:27,2025-02-20 20:19:28,2024-07-24 04:44:28,2024-07-24 04:44:28,2024-08-21 12:59:59,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,153.18,30 Days,Faire,sale,invoiced,Hanalei Backdoor,one,Faire,full
#9U3K4CZN4Q,2024-07-24 04:44:27,2025-02-20 20:19:28,2024-07-24 04:44:27,2024-07-24 04:44:27,2024-09-20 12:59:59,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,204.34,30 Days,Faire,sale,invoiced,Hanalei Backdoor,one,Faire,full
#JW8S966WQZ,2024-07-24 04:44:26,2025-02-20 20:19:28,2024-07-24 04:44:26,2024-07-24 04:44:26,2024-08-30 12:59:59,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,211.34,30 Days,Faire,sale,invoiced,Hanalei Backdoor,one,Faire,full
#62BXKWKA2R,2024-07-24 04:44:25,2025-02-20 20:19:28,2024-07-24 04:44:26,2024-07-24 04:44:26,2024-09-25 12:59:59,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,136.1,30 Days,Faire,sale,invoiced,Hanalei Backdoor,one,Faire,full
#XGQ9P36R2B,2024-07-24 04:44:25,2025-02-20 20:19:28,2024-07-24 04:44:25,2024-07-24 04:44:25,2024-09-20 12:59:59,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,212.21,30 Days,Faire,sale,invoiced,Hanalei Backdoor,one,Faire,full
#KS8QHTY7J5,2024-07-24 04:44:18,2025-02-20 20:19:28,2024-07-24 04:44:18,2024-07-24 04:44:18,,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,1531.55,30 Days,Faire,sale,invoiced,Hanalei Backdoor,one,Faire,full
#6V4NZP44AD,2024-07-24 04:44:16,2025-02-20 20:19:28,2024-07-24 04:44:17,2024-07-24 04:44:17,,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,2665.74,30 Days,Faire,sale,to invoice,Hanalei Backdoor,one,Faire,full
#5QYRU7XPMK,2024-07-24 04:44:13,2025-02-20 20:19:28,2024-07-24 04:44:14,2024-07-24 04:44:14,,"Hanalei Backdoor
5-5190 Kuhio Hwy #C5
PO BOX 790
HanaleI HI 96714
United States",Faire,Jada Claiborne,2031.45,30 Days,Faire,sale,invoiced,Hanalei Backdoor,one,Faire,full
S02600,2024-07-19 20:13:53,2025-02-25 15:44:53,2024-07-19 20:00:00,2024-07-22 20:48:17,2024-07-22 20:00:00,"Glik's Ship To
25 ABC Pkwy

Collinsville IL 62234
United States",Wholesale,Alyssa Kallal,885.0,Due on Ship,,sale,invoiced,Glik's,one,Wholesale,full
S02599,2024-07-19 20:09:35,2025-02-25 15:44:53,2024-08-02 20:00:00,2024-07-22 16:16:47,2024-07-22 20:00:00,"Glik's
25 ABC Pkwy

Collinsville IL 62234
United States",Wholesale,Alyssa Kallal,5152.0,Due on Ship,,sale,invoiced,Glik's,one,Wholesale,full
S02598,2024-07-19 19:15:55,2025-04-02 20:02:16,2024-07-19 18:00:00,2024-07-19 20:15:51,2024-07-22 18:00:00,"Mary Jane's
Kona Inn Shopping Village
75-5744 Ali’i Dr. Suite 180
Kailua-Kona HI 96740
United States",Wholesale,Jada Claiborne,4526.0,Due on Ship,,sale,invoiced,Mary Jane's,direct,Wholesale,full
S02594,2024-07-19 18:15:37,2025-03-10 16:27:50,2024-07-19 15:00:00,2024-07-19 19:32:30,2024-07-22 18:00:00,"Corolla Surf Shop
807 Ocean Trail

Corolla NC 27927
United States",Wholesale,Jada Claiborne,1027.55,Due on Ship,FREE SHIPPING,sale,invoiced,Corolla Surf Shop,one,Wholesale,full
S02427,2024-06-26 18:32:31,2025-03-04 20:43:23,2024-07-18 17:00:00,2024-07-18 17:08:08,2024-07-19 18:00:00,"Little Pelican Gift Shop
16919 Gulf Blvd

N. Redington Beach FL 33708
United States",Wholesale,Alyssa Kallal,510.0,30 Days,,sale,invoiced,Little Pelican Gift Shop,one,Wholesale,full
S02581,2024-07-17 21:42:57,2025-04-01 17:02:49,2024-07-17 21:00:00,2024-07-18 15:15:44,2024-07-18 21:00:00,"Pop's Sunset Grill Boutiki
112 Circuit Road

Nokomis FL 34275
United States",Wholesale,Alyssa Kallal,846.45,Due on Ship,,sale,invoiced,Pop's Sunset Grill Boutiki,direct,Wholesale,full
S02574,2024-07-17 16:20:15,2025-03-20 15:36:26,2024-07-17 16:00:00,2024-07-17 16:30:09,2024-07-18 16:00:00,"Five 0 Six Surf Boutique
101 W 23rd Street

Ship Bottom NJ 08008
United States",Wholesale,Jada Claiborne,895.0,Due on Ship,,sale,invoiced,Five 0 Six Surf Boutique,one,Wholesale,full
S02575,2024-07-17 16:28:22,2025-03-20 15:36:26,2024-07-17 16:00:00,2024-07-17 16:28:25,2024-07-18 16:00:00,"Five 0 Six Surf Boutique
900 Anastasia Blvd
Unit 1
St. Augustine FL 32080
United States",Wholesale,Jada Claiborne,190.0,Due on Ship,,sale,invoiced,Five 0 Six Surf Boutique,one,Wholesale,full
S02304,2024-06-12 20:20:45,2025-03-12 15:36:48,2024-06-12 20:00:00,2024-07-16 16:35:51,2024-06-17 20:00:00,"Davidson Provision Company
116 South Main Street
Unit A
Davidson NC 28036
United States",Wholesale,Alyssa Kallal,1516.0,Due on Ship,,sale,invoiced,Davidson Provision Company,direct,Wholesale,full
S02563,2024-07-15 18:48:16,2025-02-17 21:07:45,2024-07-15 18:00:00,2024-07-15 20:38:50,2024-07-16 18:00:00,"Drift Boutique
1316 Costa Brava

Pismo Beach CA 93449
United States",Wholesale,Jada Claiborne,407.5,Due on Ship,,sale,invoiced,Drift Boutique,one,Wholesale,full
S02555,2024-07-12 19:10:57,2025-01-13 21:03:00,2024-07-12 19:00:00,2024-07-15 15:18:58,2024-07-15 19:00:00,"ship to
615 NJ35 North

neptune NJ 07753
United States",Wholesale,Alyssa Kallal,1139.5,Due on Ship,,sale,invoiced,Style Rocket,one,Wholesale,full
#APK5759VU2,2024-07-15 04:44:07,2025-01-24 22:01:33,2024-07-15 04:44:07,2024-07-15 04:44:07,,"Wave Riding Vehicles
1900 Cypress Avenue

Virginia Beach VA 23451
United States",Faire,Christina Freberg,640.54,30 Days,Faire,sale,invoiced,brooke forbes,one,Faire,full
S02549,2024-07-11 22:35:16,2025-02-25 15:44:53,2024-07-11 22:43:51,2024-07-11 22:43:51,2024-07-12 22:00:00,"Glik's
420 PHOENIX ST

SOUTH HAVEN MI 49090
United States",Wholesale,Alyssa Kallal,0.0,Due on Ship,,sale,invoiced,Glik's,one,Wholesale,full
S02550,2024-07-11 22:38:58,2025-02-25 15:44:53,2024-07-11 22:00:00,2024-07-11 22:39:13,2024-07-12 22:00:00,"Glik's
26 NORTH WHITTAKER STREET

NEW BUFFALO MI 49117
United States",Wholesale,Alyssa Kallal,0.0,Due on Ship,,sale,invoiced,Glik's,one,Wholesale,full
S02532,2024-07-10 21:36:22,2025-02-28 18:51:23,2024-07-10 18:00:00,2024-07-11 15:55:58,2024-07-11 21:00:00,"Emerald Coast Zoo
5262 Deer Springs Dr

Crestview FL 32539
United States",Wholesale,Jada Claiborne,1274.0,Due on Ship,,sale,invoiced,Emerald Coast Zoo,one,Wholesale,full
S02533,2024-07-10 21:53:44,2025-04-02 20:02:16,2024-07-10 21:00:00,2024-07-10 21:55:29,2024-07-12 21:00:00,"Mary Jane's
358 E. Elkhorn Ave
PO BOX 1795
Estes Park CO 80517
United States",Wholesale,Jada Claiborne,1155.0,Due on Ship,,sale,invoiced,Mary Jane's,direct,Wholesale,full
S02504,2024-07-08 23:02:56,2025-04-02 20:02:16,2024-07-08 22:00:00,2024-07-09 19:59:48,2024-07-10 22:00:00,"Mary Jane's
69-250 Waikoloa Beach Dr.  Unit C-7
Unit C-7
Waikoloa HI 96738
United States",Wholesale,Jada Claiborne,743.0,Due on Ship,,sale,invoiced,Mary Jane's,direct,Wholesale,full
#DUW2ZB4JZH,2024-07-07 04:45:50,2025-01-13 15:31:38,2024-07-07 04:45:51,2024-07-07 04:45:51,,"Cozy Corner Treasures
30 E. Magnolia Ave.

Eustis FL 32726
United States",Faire,,106.25,30 Days,Faire,sale,invoiced,Cozy Corner Treasures,one,Faire,full
#3VCCZA82ZT,2024-07-07 04:45:47,2025-01-23 22:10:15,2024-07-07 04:45:48,2024-07-07 04:45:48,2024-07-09 21:00:00,"Nantucket Surf Club
21 S. Water St

Nantucket MA 02554
United States",Wholesale,Jada Claiborne,479.16,30 Days,Faire,sale,invoiced,Lauren Johnson,one,Faire,full
#DHQC8NDDHH,2024-07-05 04:45:38,2025-03-04 20:15:27,2024-07-05 04:45:39,2024-07-05 04:45:39,,"Nukumoi Surf
2100 Hoone Rd.

Koloa HI 96756
United States",Faire,Christina Freberg,1096.24,30 Days,Faire,sale,invoiced,Nukumoi Surf,one,Faire,full
S02470,2024-07-02 23:12:16,2025-02-19 20:43:31,2024-07-01 23:00:00,2024-07-02 23:12:23,2024-07-03 23:00:00,"Curl Surf Shop
1570 DISNEYLAND DR.
103
Anaheim CA 92802
United States",Wholesale,Christina Freberg,0.0,Due on Ship,,sale,invoiced,Curl Surf Shop,one,Wholesale,full
S02460,2024-07-01 21:24:05,2025-04-02 20:02:16,2024-07-01 21:00:00,2024-07-02 16:43:13,2024-07-02 21:00:00,"Mary Jane's
Kona Inn Shopping Village
75-5744 Ali’i Dr. Suite 180
Kailua-Kona HI 96740
United States",Wholesale,Jada Claiborne,3324.0,Due on Ship,,sale,invoiced,Mary Jane's,one,Wholesale,full
S02443,2024-06-27 19:37:36,2025-03-04 17:56:35,2024-06-27 20:00:00,2024-07-01 20:02:30,2024-06-28 19:00:00,"She Be Surfin
1992 Butler Pike

Conshohocken PA 19428
United States",Wholesale,Jada Claiborne,722.0,Due on Ship,,sale,invoiced,She Be Surfin,one,Wholesale,full
#RKMVDVPC39,2024-06-28 20:51:43,2025-03-20 15:20:12,2024-07-01 14:30:07,2024-07-01 14:30:07,2024-07-01 15:00:00,"254 Lakeside Avenue

Laconia NH 03246
United States",Faire,Jada Claiborne,252.68,30 Days,Faire,sale,invoiced,Cheryl Sharpe,one,Faire,full
#EMDVMKMNMN,2024-06-29 04:49:21,2025-02-12 21:01:56,2024-06-29 04:49:28,2024-06-29 04:49:28,,"323 West Bonita Avenue

Claremont CA 91711
United States",Faire,Christina Freberg,340.32,30 Days,Faire,sale,invoiced,Maison Garrison,one,Faire,full
S02441,2024-06-27 19:20:20,2025-02-25 22:36:44,2024-06-07 23:00:00,2024-06-28 22:07:55,2024-06-28 19:00:00,"Spiral Edge
4300 Port Union Road

West Chester OH 45011
United States",Wholesale,Christina Freberg,2792.75,45 Days,shipping account,sale,invoiced,Spiral Edge,direct,Wholesale,full
#FAFKTSH7UZ,2024-06-28 20:06:04,2025-01-13 17:26:57,2024-06-28 21:25:29,2024-06-28 21:25:29,,"Fin Island Company 
1250 Stickney Point Road

Sarasota FL 34242
United States",Faire,Alyssa Kallal,0.0,30 Days,Faire,sale,invoiced,Fin Island Company ,one,Faire,full
#QJ6CQM4T2V,2024-06-28 20:28:56,2025-03-24 21:37:23,2024-06-28 21:16:59,2024-06-28 21:16:59,,"Blacktop Surf Shop
12071 Indian Rocks Road
Unit B
Largo FL 33774
United States",Faire,Alyssa Kallal,-0.3,30 Days,Faire,sale,invoiced,Blacktop Surf Shop,one,Faire,full
S02433,2024-06-26 20:31:28,2025-02-12 17:16:30,2024-06-26 20:31:40,2024-06-26 20:31:40,2024-06-27 20:00:00,"Suncoast Surf Shop
9841 Gulf Boulevard

Treasure Island FL 33706
United States",Wholesale,Alyssa Kallal,320.0,Due on Ship,,sale,invoiced,Suncoast Surf Shop,one,Wholesale,full
S02425,2024-06-26 18:09:50,2025-03-06 23:52:37,2024-06-27 17:00:00,2024-06-26 18:10:56,2024-06-27 17:00:00,"Kitty Hawk Kites
34 HARBOR BLVD
SUITE 118 / HARBOR WALK VILLAGE
Destin FL 32541
United States",Wholesale,Christina Freberg,600.5,30 Days,shipping account,sale,invoiced,Kitty Hawk Kites,direct,Wholesale,full
S02035,2024-05-09 20:34:55,2025-02-25 15:44:53,2024-06-14 20:00:00,2024-06-26 15:09:16,2024-06-24 20:00:00,"Glik's Ship To
25 ABC Pkwy

Collinsville IL 62234
United States",Wholesale,Alyssa Kallal,1096.0,Due on Ship,,sale,invoiced,Glik's,one,Wholesale,full
